DZ_Nr,DZ_Name,Land_Nr,DTV_Kfz_MobisSo_Q,DTV_SV_MobisSo_Q,Koor_WGS84_N,Koor_WGS84_E
1101,Bad Oldesloe,1,,,53.79184164,10.42880292
1108,Bad Schwartau,1,71.787,6.002,53.89167750,10.67022940
1102,Barsbüttel,1,90.649,10.891,53.56327624,10.18046539
1105,Neustadt i. H.-Süd,1,27.475,2.603,54.10379261,10.78102643
1124,Oldenburg (Holstein),1,20.61,2.182,54.29984259,10.88208029
1291,Reinfeld,1,,,53.81730881,10.47593819
1106,Einfeld,1,,,54.12650335,9.95588047
1109,Ellund,1,19.822,4.846,54.77581197,9.34415168
1171,Hüsby,1,40.851,6.546,54.50569303,9.50378447
1173,Moorkaten,1,,,53.82129078,9.92315465
1107,Owschlag,1,44.53,7.051,54.39954906,9.64168640
1189,Schuby,1,38.392,6.485,54.54194184,9.47013667
1170,Neddelsteenhof,1,50.661,4.535,53.84402177,10.60573501
1156,AS Wankendorf (Stolpe),1,18.621,1.716,54.10258105,10.21283181
1166,Segeberg West 2,1,,,53.93627546,10.27721659
1270,Albersdorf,1,,,54.12230866,9.25723265
1163,Besdorf,1,19.941,1.48,54.06586059,9.33571564
1268,Hademarschen,1,20.358,1.461,54.05582153,9.37491140
1177,Heide West,1,11.071,853,54.19250920,9.04547548
1119,Krupunder,1,70.838,4.347,53.62633627,9.88156040
1154,Nordoe 4,1,,,53.89374021,9.51966347
1269,Schafstedt,1,18.569,1.404,54.07272227,9.29840230
1172,Glinde (SH),1,53.997,6.247,53.55776170,10.21717420
1110,Gudow,1,36.815,6.16,53.53488463,10.74230788
1140,Börnsen,1,30.395,2.011,53.46066868,10.28882899
1162,Melsdorf,1,30.16,1.546,54.30644474,10.02985175
1194,Kiel-West,1,69.755,3.139,54.31113751,10.07522369
1104,Rumohr,1,35.984,1.881,54.25022859,10.02715729
2218,AD HH-Südost (O),2,,,53.50736249,10.08496640
2217,AD HH-Südost (W),2,,,53.50801979,10.07388183
2223,AK HH-Süd Fbez. S<->O,2,,,53.50979124,10.04111413
2228,AD HH-Nordwest (N),2,,,53.61962454,9.91322508
2229,AD HH-Nordwest (S),2,,,53.61160829,9.91633827
2214,Elbtunnel,2,,,53.54196569,9.91780354
2230,AD HH-Nordwest (W),2,,,53.61810340,9.90826563
2219,AD HH-Südost,2,,,53.50483119,10.08220380
2227,AK HH-Süd Fbez. W<->N,2,,,53.51713257,10.02619234
2226,AK HH-Süd Fbez. W<->S/O,2,,,53.51708518,10.02595751
2216,Harburger Umgehung,2,,,53.47081881,9.99456989
2224,AK HH-Süd Fbez. N/W<->O,2,,,53.50975458,10.03722119
2225,AK HH-Süd Fbez. N/W<->S,2,,,53.50541312,10.03842637
3302,Bockel,3,68.446,13.18,53.19533776,9.28773550
3444,Dibbersen,3,57.712,8.835,53.37916596,9.96603250
3351,Glüsingen,3,106.626,14.585,53.41029356,10.02894790
3455,Groß Ippener,3,55.448,12.563,52.92122781,8.47952539
3309,Holdorf,3,,,52.60734693,8.12046792
3456,Uphusen,3,102.347,17.817,53.03604616,8.97084266
3421,Beienrode,3,,,52.29431976,10.87483047
3429,Braunschweig-Flughafen,3,,,52.31175867,10.58555448
3491,Dedensen,3,,,52.40234867,9.49755377
3492,Groß-Munzel,3,89.191,19.121,52.36465323,9.43989026
3490,Gümmer,3,,,52.41655247,9.52349373
3439,Hannover-Bothfeld,3,,,52.42730248,9.81989651
3433,Hannover-Ost,3,,,52.40196140,9.87073843
3494,Hattendorf,3,81.086,19.121,52.24351343,9.28514750
3489,Immensen,3,89.92,19.456,52.37384795,10.05086064
3305,Lauenau,3,82.719,19.147,52.29109533,9.36044904
3486,Meerdorf,3,84.045,18.772,52.33826201,10.32390521
3306,Peine,3,84.232,19.305,52.34394314,10.21456023
3487,Peine-Ost,3,75.538,17.406,52.33652326,10.24755182
3495,Rehren,3,77.181,18.9,52.21920060,9.15122231
3496,Rinteln,3,73.357,18.399,52.22031235,9.03837151
3485,Schwülper,3,86.195,19.313,52.32808636,10.46045840
3484,Watenbüttel,3,85.879,18.945,52.32264510,10.48310191
3438,Altwarmbüchen,3,72.942,13.116,52.42032360,9.89175771
3304,Berkhof,3,,,52.61381686,9.73516538
3301,Bispingen,3,59.809,9.673,53.14945814,10.03053220
4602,Düderode,3,52.22,9.609,51.81073275,10.09853101
3430,Göttingen,3,68.689,10.962,51.51708550,9.87866206
3308,Hildesheim,3,65.394,10.251,52.14701007,9.99526127
3437,Isernhagen,3,78.586,12.797,52.45778263,9.85977492
3431,Lutterberg,3,75.429,15.119,51.35028387,9.60603825
3440,Wülferode,3,61.249,10.467,52.32465681,9.86356907
3457,Agathenburg,3,18,1.458,53.54123197,9.57390359
3354,Nordholz,3,15.474,1.063,53.70646151,8.66353409
3343,Stotel,3,29.587,3.473,53.43558686,8.58155225
3303,Verden,3,41.659,6.282,52.94861888,9.25622498
3368,Filsum,3,24.719,3.032,53.25806903,7.58851231
3449,Haarentor,3,74.237,4.916,53.14665959,8.19261369
3315,Hasbruch,3,51.542,5.669,53.05716030,8.48809189
3452,Stuhr,3,52.559,7.12,53.01846663,8.69200685
3352,Oldenburg-Hafen,3,37.048,3.886,53.12814651,8.27589199
3451,Sande,3,28.517,1.627,53.47375389,8.01495887
3450,Wardenburg,3,25.451,,52.99122051,8.19936144
3349,Wemkendorf,3,,,53.26071591,8.16795102
3357,Gildehaus,3,20.117,6.429,52.31938977,7.05749653
3446,Melle,3,,,52.19326125,8.33515846
3445,Osnabrück-Hellern,3,73.112,11.383,52.24564804,8.02967234
3499,Salzbergen,3,35.793,9.14,52.33889944,7.32561528
3497,Emstunnel,3,26.819,3.013,53.23046110,7.39905669
3369,Lathen,3,16.1,1.778,52.87436720,7.22600398
3350,Riepe,3,21.825,1.739,53.36957822,7.32714979
3498,Schüttorf,3,28.971,4.421,52.32649840,7.25743804
3454,Wietmarschen,3,23.172,2.704,52.48200733,7.21127062
3447,Fledder,3,27.683,1.813,52.26372634,8.09915189
3448,Handorf,3,30.68,3.931,52.21771358,8.11070249
3436,Hannover-Kirchhorst,3,37.571,2.073,52.43053834,9.89423525
3435,Hannover-Misburg,3,,,52.40932565,9.83037066
3441,Laatzen,3,21.556,1.163,52.30592870,9.83087603
3432,Friedland,3,26.164,5.95,51.39876699,9.97852863
3335,Braunschweig,3,47.76,4.137,52.20789429,10.48773777
3428,Braunschweig-Südwest,3,76.497,5.221,52.23602563,10.51845330
3423,Scheppau,3,36.644,3.158,52.30302763,10.72462233
3442,Winsen,3,31.251,2.939,53.33279648,10.26158036
3422,Wolfsburg,3,,,52.42913938,10.73821259
3443,Tötensen,3,41.535,6.657,53.39347447,9.88680390
3358,Bunderneuland,3,10.674,1.526,53.18079333,7.22903026
3453,Oldenburg-Etzhorn,3,34.252,1.294,53.16995156,8.22245911
3434,Kaltenweide,3,47.235,5.016,52.47513600,9.71958824
3424,Braunschweig-Hansestraße,3,,,52.30524529,10.50965909
3425,Braunschweig-Weststadt,3,,,52.24747434,10.50596777
3426,Braunschweig-Ölper,3,22.912,523,52.28168669,10.51540801
3427,Flöthe,3,,,52.05451467,10.50620864
2411,HB-Mahndorfer See,4,105.939,19.399,53.02759694,8.94822839
2410,HB-Silbersee,4,99.325,17.676,53.02357124,8.80731667
2401,HB-Weserbrücke,4,120.301,19.173,53.03507153,8.87299414
2402,HB-Panrepel,4,60.615,5.3,53.04962725,8.97268501
2403,HB-Schwarzer Weg,4,85.449,6.093,53.13101278,8.76034140
5675,AK Leverkusen (O),5,,,51.06330659,7.07118583
5035,AK Leverkusen (W),5,,,51.03757536,6.98603730
5121,Ascheberg,5,67.416,9.894,51.83337406,7.59466706
5060,Euskirchen/Bliesheim,5,50.386,5.447,50.75955211,6.81745222
5124,Hagen-Vorhalle,5,101.222,14.41,51.40099313,7.46259063
5101,Hengsen,5,113.206,18.341,51.48714712,7.62595482
5010,Hürth,5,53.749,5.996,50.83880436,6.79765141
5032,Köln-Lövenich,5,,,50.95672279,6.85050020
5048,Köln-Nord,5,99.525,4.289,51.00823915,6.91165795
5118,Ladbergen,5,63.271,11.447,52.15833030,7.74398143
5143,Lotte,5,75.814,14.811,52.28149925,7.93622592
5047,Nettersheim,5,20.694,3.925,50.49285687,6.67070273
5011,Schloss Burg,5,81.031,7.699,51.12403353,7.17333592
5144,Unna,5,121.648,17.353,51.55124562,7.66382597
5123,Bad Oeynhausen,5,94.901,20.736,52.21056627,8.85923951
5120,Bielefeld,5,90.785,17.796,51.94917628,8.55824098
5122,Gelsenkirchen,5,90.244,17.063,51.57624496,7.16118750
5147,Gelsenkirchen-Erle,5,89.54,12.78,51.56421738,7.07478790
5026,Oberhausen-Sterkrade,5,124.071,20.374,51.53895621,6.86456552
5102,Oelde,5,70.218,13.413,51.81759438,8.16590641
5126,Recklinghausen-Ost,5,85.524,12.692,51.59401481,7.24194345
5125,Waltrop-Brambauer,5,90.373,15.651,51.57507373,7.47744975
5672,AD Heumar (N),5,,,50.93461042,7.04902763
5673,AD Heumar (S),5,98.47,10.931,50.91849010,7.09134656
5058,AK BN-Siegburg (N),5,81.386,11.216,50.78080307,7.24241502
5631,AK BN-Siegburg (S),5,82.234,11.963,50.72885478,7.23855953
5638,AK Breitscheid (N),5,115.254,11.154,51.35214589,6.84974115
5065,AK Breitscheid (S),5,98.281,10.539,51.34676233,6.86307597
5655,AK Hilden (N),5,123.519,11.709,51.21861856,6.92233632
5657,AK Hilden (S),5,117.215,10.74,51.15105228,6.96680084
5003,AK Leverkusen (N),5,,,51.04765248,7.00231375
5676,AK Leverkusen (S),5,152.663,19.142,51.03301976,7.00958203
5025,AK OB-West (Hauptfahrb.),5,114.811,16.065,51.48373762,6.81332556
5665,AK OB-West (N),5,141.151,21.123,51.49217975,6.81724475
5667,AK OB-West (S),5,140.477,18.962,51.48196416,6.81317061
5006,Bad Honnef/Linz,5,76.659,10.451,50.67457054,7.29630032
5002,Breitscheid,5,113.946,11.105,51.38841477,6.81907187
5071,Elten,5,35.214,4.749,51.88510268,6.17951768
5001,Hünxe,5,60.862,7.185,51.62478463,6.75747458
5004,Leverkusen,5,,,51.00395932,7.01419501
5070,Oberhausen-Holten,5,128.479,19.998,51.52388995,6.81495654
5033,Opladen II,5,116.554,9.993,51.06493189,6.98791242
5005,Siegburg,5,80.427,10.714,50.81499221,7.21283872
5072,AC-Vetschau,5,35.549,6.251,50.81429594,6.02932951
5021,AD Heumar (W),5,96.007,14.595,50.91931084,7.04193767
5651,AK Aachen (O),5,75.029,12.05,50.81414195,6.20857313
5654,AK Aachen (W),5,,,50.80461596,6.16429080
5624,AK Kerpen (O),5,99.014,12.276,50.89793813,6.70170677
5622,AK Kerpen (W),5,92.283,13.529,50.89281951,6.69167857
5015,Bensbg.Frankenforst,5,74.834,5.918,50.95023279,7.14457682
5082,Buir / Merzenich,5,72.91,11.86,50.85378971,6.55007521
5034,Eckenhagen,5,35.998,5.055,50.96595065,7.66096136
5068,Engelskirchen,5,50.85,5.335,50.97107101,7.37074022
5053,Köln-Klettenberg,5,121.57,16.03,50.92067006,6.86018232
5049,Rheinbr. Rodenkirchen,5,135.789,18.339,50.89443393,6.98456355
5128,Wenden-Dahl,5,17.874,2.073,50.99524346,7.88958286
5008,Würselen,5,54.341,6.953,50.80277293,6.12857239
5112,Ibbenbüren,5,46.197,9.886,52.25453681,7.81666262
5103,Kirchlengern,5,41.101,7.759,52.18674842,8.63037777
5117,Gescher,5,34.524,4.138,51.92410210,7.03427806
5705,Reken,5,35.303,,51.82856469,6.99988731
5129,Bielefeld-Senne,5,41.196,3.83,51.94313411,8.53215372
5130,Bielefeld-Windflöte,5,38.63,3.44,51.95589038,8.50399330
5111,Paderborn,5,41.297,,51.81360760,8.69996206
5681,AD Essen-Ost (O),5,,,51.45657839,7.04615380
5680,AD Essen-Ost (W),5,,,51.45432369,7.04009068
5022,AK Moers (O),5,81.392,12.563,51.43618014,6.60615446
5663,AK Moers (W),5,59.286,12.4,51.43554021,6.59704422
5113,Bochum,5,109.142,7.85,51.47731863,7.16083818
5343,Dortmund,5,86.913,4.681,51.49620473,7.41211419
5037,Essen-Kray,5,,,51.46950828,7.09478767
5073,Straelen (Niederdorf),5,34.216,10.995,51.38430487,6.25900262
5018,Wankum,5,40.396,11.159,51.38934641,6.30937246
5635,AK Kamp-Lintfort (O),5,42.028,7.058,51.49109753,6.58278753
5024,AK OB-West (O),5,80.594,10.497,51.48635856,6.82182450
5668,AK OB-West (W),5,87.385,9.917,51.48696655,6.80621536
5063,DU Beeckerwerth,5,,,51.48073366,6.69107679
5115,GE-Hessler,5,82.468,8.359,51.51306640,7.02814363
5116,Wanne-Eickel,5,85.344,8.466,51.54210176,7.15510085
5109,Albachten,5,66.144,7.355,51.90604868,7.51263265
5107,Herne,5,99.986,7.59,51.52156868,7.20995382
5132,Recklinghausen-West,5,83.409,5.227,51.59278166,7.18702171
5108,Sprockhövel,5,54.881,3.907,51.37965985,7.26255118
5074,AC-Lichtenbusch,5,28.571,6.81,50.71966653,6.12337609
5650,AK Aachen (N),5,,,50.80899637,6.17144734
5020,AK Aachen (S),5,,,50.79793787,6.16940382
5081,AK Neersen (N),5,66.515,5.74,51.25077205,6.49098445
5077,Aachen-Brand,5,43.449,7.44,50.72340742,6.12935408
5067,Birth (Tunnel Velbert),5,,,51.33154118,7.01361288
5079,Ilverich,5,75.52,4.474,51.28835062,6.67167936
5017,Jülich-Mersch,5,34.054,4.787,50.96744656,6.36622935
5066,Langenberg,5,28.923,1.155,51.35761906,7.04987896
5136,Lichtenau-Blankenrode,5,51.223,12.747,51.53444483,8.89195025
5078,Neersen,5,65.929,5.752,51.26231423,6.50180443
5097,Ratingen-Schwarzbach,5,35.282,1.716,51.28392154,6.80578841
5110,Soest,5,57.425,10.638,51.54587653,8.04810532
5135,Unna-Süd,5,90.306,14.071,51.52013875,7.68046341
5104,Dortmund Süd,5,,,51.44075948,7.51076020
5146,Dortmund-Eichlinghofen,5,56.743,5.751,51.46840940,7.40443843
5139,Dortmund-Marten,5,72.323,6.038,51.50361299,7.38672719
5138,Dortmund-Mengede-West,5,57.21,6.258,51.57704740,7.36498600
5106,Freudenberg,5,59.924,11.315,50.89870908,7.92017816
5105,Lüdenscheid Nord,5,57.9,14.113,51.28626000,7.57980502
5140,Schwerte-Wandhofen,5,92.604,12.236,51.42399216,7.54729967
5023,AK Hilden (O),5,122.038,12.014,51.19549613,6.94344427
5658,AK Hilden (W),5,112.258,12.611,51.19327250,6.93125856
5686,AK Neuss Süd (O),5,71.268,8.378,51.16059420,6.76272413
5075,Dremmen,5,27.064,1.673,51.04822911,6.17231646
5040,Düsseldorf-Flehe,5,89.525,12.252,51.17116282,6.77525800
5150,Freienohl,5,19.942,1.781,51.36254029,8.16294547
5141,Hagen-Hohenlimburg,5,,,51.36924814,7.53937414
5041,Hochneukirch,5,,,51.09284649,6.45921843
5119,Meschede,5,16.224,1.876,51.36166242,8.26901346
5016,Neuss-Holzheim,5,64.24,7.791,51.15151001,6.63151085
5149,Oeventrop,5,20.359,1.815,51.38964710,8.11329881
5044,W-Oberbarmen,5,73.409,9.947,51.30762142,7.23761132
5045,W-Sonnborn,5,93.59,10.473,51.24802416,7.09952629
5043,AD Essen Ost (S),5,,,51.44781382,7.03788332
5639,AK Breitscheid (O),5,105.34,5.204,51.35194861,6.86030699
5637,AK Breitscheid (W),5,119.297,6.874,51.34725794,6.85477371
5260,Elmpt,5,17.296,2.019,51.21061024,6.12411609
5028,Essen-Bredeney,5,75.718,4.006,51.41527897,6.97403524
5142,Gelsenkirchen-Polsum,5,38.446,4.962,51.61958528,7.03561123
5027,Lintorf,5,107.398,6.264,51.33878315,6.84751157
5046,Schwalmtal,5,31.369,2.604,51.20179498,6.26772322
5085,Willich-Schiefbahn,5,52.134,3.817,51.23587714,6.52055563
5030,AD Neuss (N),5,53.243,4.208,51.18261013,6.71103917
5014,AD Neuss (S),5,114.187,13.822,51.17426048,6.71549581
5064,AK Kamp-Lintfort (N),5,62.314,6.686,51.49237311,6.57574294
5636,AK Kamp-Lintfort (S),5,60.838,7.974,51.48458341,6.57874796
5660,AK Moers (N),5,69.009,9.206,51.44027078,6.60285125
5662,AK Moers (S),5,77.754,9.493,51.42250710,6.60558010
5601,AK Neuss-Süd (N),5,98.597,11.601,51.16453490,6.74199151
5061,AK Neuss-Süd (S),5,78.608,11.281,51.13004717,6.79134822
5050,Hommersum,5,13.61,2.525,51.67395783,6.05478025
5088,Meerbusch-Bovert,5,78.511,8.025,51.28057027,6.63860316
5670,Neuss West (S),5,122.057,13.983,51.17641680,6.70153778
5052,Neuss-Büttgen,5,107.312,10.873,51.18878185,6.66095980
5602,Neuss-West,5,119.577,11.915,51.17868307,6.67754288
5019,Rheinberg,5,43.224,4.011,51.54377713,6.56470155
5056,AD Bonn-Beuel (N),5,119.435,7.548,50.76843953,7.14176610
5633,AD Bonn-Beuel (S),5,87.788,3.505,50.76091709,7.13807213
5057,AD St. Augustin (N),5,,,50.79956479,7.14200442
5628,AD St.Augustin (S),5,,,50.78687277,7.15056509
5625,AK Bonn Ost (N),5,66.838,2.386,50.72852753,7.15706699
5674,AK Heumar (Flughfn.),5,,,50.91433100,7.06519197
5062,Duisburg Süd,5,44.883,2.274,51.35825755,6.76316439
5090,Düsseldorf-Urdenbach,5,52.702,2.494,51.13328009,6.90881385
5007,Langenfeld,5,48.579,2.572,51.05042543,6.93856666
5069,Walsum,5,29.835,1.144,51.54437156,6.73915320
5059,AK Kerpen (N),5,64.019,9.763,50.89875437,6.69246816
5621,AK Kerpen (S),5,50.702,10.71,50.89055504,6.69875935
5042,MG-Wickrath,5,73.482,10.317,51.13483601,6.42454332
5080,Miel,5,51.376,11.745,50.65458106,6.92730881
5076,Schwanenhaus,5,27.193,6.611,51.33226346,6.17991219
5137,Werl-West,5,20.665,3.461,51.55918819,7.88957027
5039,Ratingen,5,25.343,1.826,51.34939908,6.83224695
5249,Velbert Nord,5,33.465,1.315,51.34704330,7.04699541
5248,W-Saurenhaus,5,37.409,2.634,51.26222822,7.08424088
5653,AK Aachen (SW),5,,,50.80146738,6.15340382
5029,Bliesheim,5,31.01,3.129,50.77988624,6.83475479
5036,Godorf,5,73.788,4.15,50.83850680,6.96639748
5629,AD St.Augustin (O),5,,,50.79332969,7.15130892
5630,AK BN-Siegburg (O),5,54.396,2.705,50.77564304,7.24752961
5632,AK BN-Siegburg (W),5,60.432,3.638,50.77655677,7.23262237
5051,Hennef,5,44.602,2.009,50.77784762,7.29568681
5055,AK Bonn Ost (W),5,63.27,1.607,50.72297017,7.15639558
5626,AK Bonn-Ost (O),5,9.058,171,50.72618939,7.16469062
5634,AD Bonn-Beuel (W),5,97.893,6.724,50.76458785,7.12732695
5013,Meckenheim-Merl,5,37.378,3.609,50.63789564,7.05549241
6854,AD Mönchhof (O),6,138.33,17.424,50.03832243,8.52303283
6853,AD Mönchhof (W),6,120.332,16.074,50.02577147,8.48204770
6846,Elzer Berg,6,89.441,14.949,50.41015961,7.99600410
6856,Frankfurter Kreuz (W),6,130.228,18.04,50.05318527,8.59802553
6859,Hanau,6,123.014,19.048,50.06102532,8.85531831
6807,Hanau (S),6,77.802,13.77,50.04519366,8.93008241
6849,Idstein,6,93.461,13.906,50.21605738,8.25004359
6848,Lindenholzhausen,6,90.853,13.698,50.36829500,8.11630850
6851,Medenbach,6,103.351,14.187,50.10223896,8.34918282
6852,Weilbach,6,105.221,14.147,50.03681776,8.43350377
6881,Bad Hersfeld,6,39.609,,50.85202056,9.69578331
6880,Herleshausen,6,36.685,9.44,51.00743358,10.20111267
6810,AD Hattenbach 2,6,55.157,10.722,50.80456522,9.50277084
6821,AK Frankfurt NW (N),6,134.519,17.427,50.15598333,8.60251183
6816,AK Gambach (N),6,49.74,7.937,50.48823525,8.73405085
6817,AK Gambach (S),6,99.82,14.138,50.45603626,8.71471827
6811,Alsfeld,6,56.029,11.101,50.74295513,9.28744233
6923,Frankfurt-Niederrad,6,156.196,14.638,50.07411690,8.61471136
6812,Gemünden (Felda),6,57.08,11.137,50.68369825,9.03555777
6826,Griesheim,6,134.325,14.818,49.88457672,8.60327631
6813,Grünberg-Lumda,6,62.136,11.482,50.63819838,8.94272696
6940,Heppenheim,6,67.755,7.571,49.60637113,8.62993991
6825,Mörfelden-Walldorf,6,133.865,14.271,50.01282929,8.59423095
6815,Reiskirchen,6,47.459,7.763,50.59513361,8.81337276
6824,Rosbach,6,105.594,13.407,50.36209235,8.69849837
6829,AD Viernheim (W),6,50.14,6.79,49.55597667,8.54214822
6830,AK Viernheim (N),6,88.418,11.725,49.53681026,8.55934187
6808,AD Hattenbach (N),6,93.838,20.294,50.81480360,9.54480209
6874,AD Hattenbach 3,6,47.245,10.768,50.79827391,9.54185121
6806,Bad Hersfeld-West,6,68.229,14.247,50.91280310,9.57147698
6814,Berndshausen,6,69.374,14.232,51.04343100,9.49465159
6877,Fulda-Nord,6,48.065,10.374,50.57966518,9.71208466
6800,Kassel-Nord (N),6,76.599,16.455,51.32369795,9.56975043
6804,Melgershausen,6,74.315,14.677,51.15845324,9.48165919
6883,Pilgerzell,6,48.827,10.441,50.51830314,9.74058506
6878,Welkers,6,40.625,9.208,50.47577062,9.71172533
